catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV7604,"W. Devia, R. Bernal, E. Linares",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Puerto Merizalde,"Corregimiento Puerto Merizalde, Isla Aji, Caño El Zancudo, río Naya."
TULV7681,"W. Devia, R. Bernal, E. Linares",Stenospermation,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, vía a Malaga Km. 51."
TULV7708,"W. Devia, R. Bernal, E. Linares",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Cartón Colombia, Km. 65 vía a Malaga."
TULV8412,W. J. Kress,Anthurium sect. Polyneurium Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Tumaco,Sin especificar,"Road to Tumaco, between Altaquer and Junin,  6 Km. from Altaquer."
TULV8444,W. J. Kress,Anthurium sect. Polyneurium Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Barbacoas,Sin especificar,Junin along the road to Barbacoas. Primary cloud forest.
TULV8609,T. B. Croat,Anthurium cuspidatum Mast.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), disturbed steep road banks, 15 Km. NW of Pueblo Rico."
TULV8635,T. B. Croat,Adelonema peltata (Mast.) Wong & Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Istmina,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), 1 Km. W of Guarato and río Guarato at Risaralda and Chocó border, along small stream."
TULV8643,T. B. Croat,"Anthurium hodgei Croat, M.M.Mora & Oberle",ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 km W of Santa Cecilia, 6 km W of  Chocó-Risaralda border, ca. 20 km E of Playa del Oro."
TULV8668,T. B. Croat,Anthurium cuspidatum Mast.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 km W of Santa Cecilia, 6 km W W of Chocó-Risaralda borde, ca. 20 km E of playa del Oro,  along stream."
TULV8697,T. B. Croat,Anthurium lancea Sodiro,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 km W of Santa Cecilia, 6 km W of Chocó-Risaralda border, ca. 20 km E of Playa del Oro; along steep trail up hogback ridge."
TULV8702,T. B. Croat,Anthurium subcarinatum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 km W of Santa Cecilia, 6 km W of  Chocó-Risaralda border, ca. 20 km E of Playa del Oro, along steep trail up hogback ridge beginning at west end of bridge."
TULV8703,T. B. Croat,Anthurium subcarinatum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Pueblo Rico,Sin especificar,"Along road between Pueblo Rico (Risaralda) and Istmina (Chocó), along Quebrada Antón, 15 jm W of Santa Cecilia, 6 km W of Chocó-Risaralda border, ca. 20 km E of Playa del Oro; along steep trail up hogback ridge beginning atwest end of bridge."
TULV8720,T. B. Croat,Anthurium alatum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Apía,Sin especificar,"Along road between Apia and Pueblo Rico, 8 Km. SE of Pueblo Rico, 19 Km. NW of Apia; along banks of rocky stream."
TULV8725,T. B. Croat,Anthurium angelopolinense Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Apía,Sin especificar,"Along road between Apia and Pueblo Rico, 8 Km. SE of Pueblo Rico, 19 Km. NW of Apia; along banks of rocky stream."
TULV8726,T. B. Croat,Anthurium angelopolinense Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Apía,Sin especificar,"Along road between Apia and Pueblo Rico, 8 Km. SE of Pueblo Rico, 19 Km. NW of Apia; along banks of rocky stream."
TULV8764,T. B. Croat,Anthurium myosuroides (Kunth) Endl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Sin especificar,"Along road between Tulua and Santa Lucia (via La Marina, La Moralia, Venus and Monteloro) SE of Tulua, at Hacienda Piedritas, 6,8 km S of Monteloro, along margins of virgin forest and pasture."
TULV8841,W. Devia,Anthurium barreranum Croat & D.C.Bay,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Tumaco,Sin especificar,Vía Tumaco-Junín.
TULV8853,W. Devia,Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Barbacoas,Sin especificar,Vía Barbacoas-Junín.
TULV10371,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV10372,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV10377,"W. Devia, D. Cardenas, A. Cruz",Stenospermation,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco."
TULV10380,"W. Devia, D. Cardenas, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco."
TULV10384,"W. Devia, D. Cardenas, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco."
TULV10385,"W. Devia, D. Cardenas, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco."
TULV11827,"J. Smith, R. Bernal, X. Londoño, W. Devia",Anthurium sect. Xialophyllium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart uphill and to left to CVC altitude marker"
TULV11843,"J. Smith, R. Bernal, X. Londoño, W. Devia",Stenospermation,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart to right and down along stream"
TULV11865,"J. Smith, R. Bernal, X. Londoño, W. Devia",Anthurium sect. Xialophyllium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart uphill and to left to CVC altitude marker,"
TULV11897,"J. Smith, R. Bernal, X. Londoño, W. Devia",Stenospermation,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart to right and down along stream."
TULV11921,"J. Smith, R. Bernal, X. Londoño, W. Devia",Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Trail leading from Campoalegre into area controlled by Corporacion Valle del Cauca, trail from last camp (El Chanco) across stream via cable cart area with few large trees"
TULV12193,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV12794,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Dieffenbachia tonduzii Croat & Grayum,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano. Reserva Natural río Escalerete, Montaje parcelas permanentes de investigación, Transecto E (dentro de la D)"
TULV12795,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Anthurium yatacuense Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Vereda San Cipriano. Reserva Natural río Escalerete, Montaje PPI Transecto ""E"""
TULV12797,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Anthurium multiovulatum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Vereda San Cipriano. Reserva Natural río Escalerete, Montaje PPI Parcela ""E"""
TULV13600,"W. Devia, C. M. Taylor, J. Adarve, J. P. Medina",Anthurium sect. Xialophyllium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, Vereda San Cipriano. Reserva Natural río Escalerete, Montaje parcelas permanentes de investigación, Transecto E (dentro de la D),"
TULV13928,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Xialophyllium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV13929,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV13930,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV13933,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Stenospermation,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV13935,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Stenospermation sessile Engl,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV13938,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Anthurium monticola Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical."
TULV14361,W. Devia,Philodendron longirrhizum M.M.Mora & Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corregimiento Monteloro, Finca piedritas, vía Monteloro Jicaramata."
TULV14687,"W. Devia, J. Adarve, J.P.Medina, A. Cruz",Anthurium sect. Cardiolonchium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Las Amarillas, Finca la Florida, Km 24 vía el Cairo - Río Blanco"
TULV14771,"W. Devia, A. Cogollo",Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Fitogeográfica del Choco. Montaje Parcelas Permanentes Investigación"
TULV14775,"W. Devia, A. Cogollo",Anthurium amoenum Kunth & C.D.Bouché,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Fitogeográfica del Choco. Montaje Parcelas Permanentes Investigación"
TULV14785,"W. Devia, A. Cogollo",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Correimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Fitogeográfica del Chocó. Montaje Parcelas Permanentes Investigación"
TULV15529,"M. E. Morales, G. Lozano, M.P. Galeano, E. Palacios.",Philodendron sulcicaule Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Cundinamarca,Yacopí,Sin especificar,"Inspección de policía de Guadualito, Vereda de la Laguna, por el filo de la montaña."
TULV15556,J. M. Idrobo,Philodendron oligospermum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,La Cumbre,Sin especificar,De  colombia pero procedencia exacta desconocida.
TULV15621,"G. Galeano, J. Grueso, O. Hurtado, L. Perea",Anthurium sect. Xialophyllium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Nuquí,Sin especificar,Quebrada Chaquí
TULV16380,"W. Devia, J. Adarve, A. Cruz, I.D.Devia, M.Rodriguez, C. Narvaez, S. Armero, J. C. Caicedo",Anthurium sect. Cardiolonchium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Hacienda Daza, a 700 m. desde la vivienda en dirección 75° SE, Transecto 5, ind. 83. Cerro Morasurco - Pasto Nariño"
TULV16631,C. M. Taylor,Anthurium sect. Polyneurium Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Màlaga, along Quebrada La Sierpe upstream from the brackish portion, into the sweet water for ca. 1/2 km. Wet forests bordering rivers, selectively logged."
TULV16634,C. M. Taylor,Anthurium sect. Polyneurium Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"On the SE side of Bahia Màlaga, along Quebrada La Sierpe upstream from the brackish portion, into the sweet water for ca. 1/2 km. Wet forests bordering rivers, selectively logged."
