#,Nombre,Número de Catálogo,Colector(es),Reino,Phylum,Clase,Orden,Familia,Género,País,Departamento,Municipio,Localidad,Latitud,Longitud
1,Achatocarpus nigricans Triana,TULV17802,"A. Castaño N, W. Devia",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,ACHATOCARPACEAE,Achatocarpus,Colombia,Valle del Cauca,Obando,"Obando Via San Isidro, finca Cristales","04°34'02.2""N","75°57'45.3""W"
2761,Philodendron,TULV8815,"W. Devia, R. Bernal, E. Linares",Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Philodendron,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Puerto Merizalde, Isla Aji, Cano El Zancudo, rio Naya.","03°17'00''N","77°27'00''W"
2762,Philodendron,TULV10378,"W. Devia, D. Cardenas, A. Cruz",Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Philodendron,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco.","03°49'41''N","76°52'10''W"
2763,Stenospermation,TULV11966,"J. Smith, R. Bernal, X. Londoño, W. Devia",Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Stenospermation,Colombia,Valle del Cauca,Calima El Darien,"From Campoalegre into area controlled by Corporacion Valle del Cauca, trail uphill behind last camp (El Chanco) area with few large trees.","04°00'00''N","76°40'00''W"
2764,Anthurium,TULV17649,A. Castaño N.,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Tuluá,"Corregimiento de Barragán, Finca El Sinú","04°00'52.92""N","75°54'29.38""O"
2765,Beilschmiedia,TULV1189,L. A. Millan,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Bugalagrande,"Corregimiento Ceilan, Vereda La Esmeralda, finca El Diamante.",Sin especificar,Sin especificar
2766,Beilschmiedia,TULV3012,H. Cuadros,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Sevilla,"Corregimiento Alto El Recreo, Hacienda La Esmeralda.","04°16'00''N","75°55'00''W"
2767,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV4844,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cali,"Flora ornamental de la ciudad de Cali, perimetro urbano, Sta. Monica, Avda. 9a. Calle 22 bis.","03°27'00''N","76°31'00''W"
2768,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV4845,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cali,"Flora ornamental de la ciudad de Cali, perimetro urbano, Sta. Monica, Avda. 9a. Calle 22 bis.","03°27'00''N","76°31'00''W"
2769,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV5045,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cali,"Flora ornamental de la ciudad de Cali, perimetro urbano, Unidad Residencial ciudad Capri 9a - 34,","03°27'00''N","76°31'00''W"
2770,Beilschmiedia,TULV5185,C. López,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Sevilla,Situado a orilla de la Quebrada La Raquelita.,Sin especificar,Sin especificar
2771,Cinnamomum zeylanicum Nees.,TULV5397,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Andalucía,"Flora ornamental de la ciudad de Andalucia, Solar en casa.",Sin especificar,Sin especificar
2772,Licaria,TULV5713,"W. Devia, F. Prado",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Tuluá,"Corregimiento Santa Lucia, Hacienda La Cascada, Cerros del Japón.","03°56'00''N","75°56'00""W"
2773,Licaria,TULV5714,"W. Devia, F. Prado",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Tuluá,"Corregimiento Santa Lucia, Hacienda La Cascada, Cerros del Japón.","03°56'00''N","75°56'00""W"
2774,Aniba,TULV6626,"W. Devia, R. Bernal, F. Prado",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Aniba,Colombia,Valle del Cauca,Tuluá,"Corregimiento Monteloro, Vereda La Mansión, finca La Mansión.",Sin especificar,Sin especificar
2775,Endlicheria,TULV7326,"W. Devia, R. Bernal, F. Prado",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento San Isidro, Quebrada Ordoñez.","03°59'00''N","77°04'00''W"
2776,Licaria,TULV7491,"W. Devia, R. Bernal, F. Prado",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento San Isidro, Cartón Colombia, frente Hans.","03°59'00''N","77°04'00''W"
2777,Ocotea macrophylla Kunth,TULV8561,T. B. Croat,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Yotoco,"Cordillera Occidental, eastern slopes, along highway between Dapa and Loboguerrero at Parque Yotoco.","03°52'00''N","76°22'00''W"
2778,Endlicheria,TULV10772,"W. Devia, D. Cardenas, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 3.","03°49'41''N","76°52'10''W"
2779,Endlicheria,TULV10774,"W. Devia, D. Cardenas, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 3.","03°49'41''N","76°52'10''W"
2780,Endlicheria,TULV10775,"W. Devia, D. Cardenas, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 6.","03°49'41''N","76°52'10''W"
2781,Endlicheria,TULV10789,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 11.","03°49'41''N","76°52'10''W"
2782,Endlicheria,TULV11239,"K. S. Edwards, W. Devia",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Tuluá,"On road Santa Lucia, Hacienda Cascada.",Sin especificar,Sin especificar
2783,Aniba,TULV11366,"K. S. Edwards, A. Cogollo",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Aniba,Colombia,Antioquia,Urrao,Vereda San Jose.,"06°15'00''N","76°06'00''W"
2784,Cinnamomum,TULV12100,"R. Ruiz, E. Correa, P. Ospina",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cerrito,Corregimiento El Moral. (SE Tenerife),Sin especificar,Sin especificar
2785,Endlicheria,TULV12272,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 20.","03°49'41''N","76°52'10''W"
2786,Endlicheria,TULV12625,"W. Devia, A. Cogollo, A. Cruz, S. Gonzalez",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Biogeográfica del Choco. Montaje parcelas permanentes Investigación-Cuad.:E19, Ind: 388,","03°49'41''N","76°52'10''W"
2787,Beilschmiedia,TULV13726,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Corregimiento de Fenicia, Km. 10 Vereda la Vigoroza","04°07'32''N","76°21'01''W"
2788,Beilschmiedia,TULV14068,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 8, Individuo 288.","03°59'48''N","76°24'56''W"
2789,Licaria,TULV14074,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 1, Individuo 3.","03°59'48''N","76°24'56''W"
2790,Licaria,TULV14216,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 9, Individuo 317.","03°59'48''N","76°24'56''W"
2791,Nectandra membranacea (Sw.) Griseb.,TULV14222,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 76.","03°59'48''N","76°24'56''W"
2792,Nectandra  membranacea (Sw.) Griseb.,TULV14223,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 6, Individuo 181.","03°59'48''N","76°24'56''W"
2793,Nectandra membranacea (Sw.) Griseb.,TULV14227,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 10, Individuo 335.","03°59'48''N","76°24'56''W"
2794,Ocotea macrophylla Kunth,TULV14229,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 85.","03°59'48''N","76°24'56''W"
2795,Nectandra membranacea (Sw.) Griseb.,TULV14230,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 5, Individuo 170.","03°59'48''N","76°24'56''W"
2796,Beilschmiedia,TULV14830,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,Corregimiento Portugal de Piedras. Reserva Natural de Liverpool. Individuo Fuera del Transecto. 2.6 Km. de la casa vieja. Margen Derecha de la vía a El Rubí. Bosque Primario.  Borde de la carretera,"03°59'48''N","76°24'56''W"
2797,Ocotea macrophylla Kunth,TULV15060,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Riofrío,"Corregimiento Fenicia, La Vigoroza - Finca La Mariela",Sin especificar,Sin especificar
2798,Beilschmiedia,TULV15137,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Vía La Judea - La Zulia, Vereda Los Alpes","04°07'00''N","76°22'48''W"
2799,Beilschmiedia,TULV15815,"W. Devia, J. Adarve. A. Cruz, V. Ledezma",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Risaralda,Santuario,"Vereda Planes de San Rafael, PNN Tatama, al frente de la Cabaña del parque.","05°08'55''N","76°00'53''W"
2800,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV15847,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2801,Beilschmiedia,TULV15850,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2802,Beilschmiedia,TULV15853,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2803,Beilschmiedia,TULV15854,"W. Devia, J. Adarve, A. Cruz",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2804,Nectandra membranacea (Sw.) Griseb.,TULV16010,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
2805,Nectandra membranacea (Sw.) Griseb.,TULV16014,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
2806,Nectandra membranacea (Sw.) Griseb.,TULV16058,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,El Dovio,"Finca Tapias, de los Urdinolas.","04°27'57''N","76°10'25''W"
2807,Cinnamomum,TULV16075,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2808,Beilschmiedia,TULV16101,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2809,Beilschmiedia,TULV16123,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Restrepo,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal","03°51'16''N","76°26'44''W"
2810,Aniba,TULV16144,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Aniba,Colombia,Valle del Cauca,Versalles,"Finca Sendero Ecológico, Aguas Lindas",Sin especificar,Sin especificar
2811,Aniba,TULV16146,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Aniba,Colombia,Valle del Cauca,Versalles,"Finca Sendero Ecológico, Aguas Lindas",Sin especificar,Sin especificar
2812,Aniba,TULV16558,"W. Devia, I. D. Devia, J. Diaz, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Aniba,Colombia,Valle del Cauca,Trujillo,"Corregimiento Andinápolis, Vereda La Arauca, finca El Porvenir, de Don Cervando Gomez G.","04°10'22""N","76°23'58""W"
2813,Nectandra membrenacea (Sw.) Griseb.,TULV16860,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Tuluá,"Corregimiento Monteloro, Vereda San Marcos, Reserva Gualandayes del señor Euclides Rincon","03°57'29.2''N","76°04'42.2''W"
2814,Licaria,TULV16871,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Valle del Cauca,Tuluá,"Corregimiento San Lorenzo, Vereda Aguacate, Reserva Vaticano del Municipio de Tuluá","04°02'42.1''N","76°00'05.3''W"
2815,Ocotea macrophylla Kunth,TULV16922,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Ocotea,Colombia,Valle del Cauca,Tuluá,"Corr. Monteloro, Vda. Santa Helena, Reserva Piedritas del señor Launfal Cruz","03°56'10.8''N","76°03'45.5''W"
2816,Licaria,TULV16289,"W. Devia, J. Adarve, A. Cruz, I. Devia, M.Rodriguez, C. Narvaez, S. Armero",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Licaria,Colombia,Nariño,Pasto,"Cerro Morasurco, Hacienda Daza, en la vía Pasto - Buesaco, Parcela Permanente de Monitoreo, árbol 421, tramo II, Cuad. 12","01°16'32''N","77°15'44''W"
2817,Anthurium acanthospadix Croat & Oberle,TULV7526,"W. Devia, F. Prado",Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Buenaventura,"Corregimiento San Isidro, vía Canalete-Malaga, frente a Cartón Colombia.","03°56'00''N","77°08'00''W"
2818,Endlicheria rubiflora Mez,TULV4491,"W. Devia, C. López",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Endlicheria,Colombia,Valle del Cauca,Sevilla,"Vía Sevilla-La Raquelita, a orilla de la Quebrada La Raquelita.",Sin especificar,Sin especificar
2819,Nectandra membranacea (Sw.) Griseb.,TULV1549,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Versalles,"Bocatoma Acueducto Municipal, Noroeste de Versalles, finca Maribel.","04°37'00''N","76°11'00''W"
2820,Nectandra membranacea (Sw.) Griseb.,TULV1588,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Versalles,"A 3 Km. via a Campo Alegre, bosque secundario.","04°35'00''N","76°13'00''W"
2821,Beilschmiedia,TULV13341,"W. Devia, J. Adarve",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Riofrío,"Corregimiento Portugal de Piedras a 8 Km. vía Portugal-Reserva Liverpool, orilla río Piedras.","04°00'08''N","76°24'10''W"
2822,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV4738,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cali,Sin especificar,"03°27'00''N","76°31'00''W"
2823,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,TULV12207,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Cinnamomum,Colombia,Valle del Cauca,Cali,Sin especificar,"03°27'00''N","76°31'00''W"
2824,Nectandra purpurea (Ruiz & Pav.) Mez,TULV2045,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Calima El Darien,"Vereda Campo Alegre, finca Los Bambues, Calima III.","03°54'00''N","76°37'00''W"
2825,Nectandra purpurea (Ruiz & Pav.) Mez,TULV2085,W. Devia,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Valle del Cauca,Calima El Darien,"Vereda Campo Alegre, desembocadura río Bravo.","03°53'00''N","76°36'00''W"
2826,Nectandra membranacea (Sw.) Griseb.,TULV15562,"R. J. Mejia, J. H. Camacho.",Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Nectandra,Colombia,Meta,Menagua,"Intendencia del Meta: Llanos Orientales: serranía de Menegua, km 117",Sin especificar,Sin especificar
2827,Beilschmiedia,TULV16991,T. Cano P.,Plantae,Magnoliophyta,Magnoliopsida,Laurales,LAURACEAE,Beilschmiedia,Colombia,Valle del Cauca,Tuluá,Corregimiento La Iberia. Prados Los Laureles,Sin especificar,Sin especificar
2828,Anthurium sect. Porphyrochitonium Schott,TULV1046,H. Murphy,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Buenaventura,"Corregimiento Bajo Calima, Cartón Colombia, transect El Dindo, rainfall 7800 mm/year.","03°56'00''N","77°08'00''W"
2829,Anthurium noramurphiae Croat,TULV1143,H. Murphy,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Cali,"Villa Carmelo, 1000 mm. rain anually.",Sin especificar,Sin especificar
2830,Anthurium recavum Croat,TULV1144,H. Murphy,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Cali,"Villa Carmelo, 1000 mm. rain anually.",Sin especificar,Sin especificar
2831,Anthurium sect. Cardiolonchium Schott,TULV1211,L. A. Millan,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Andalucía,"Vereda Altaflor, canada Los Tambores.",4.136.130,-76.069.896
2832,Anthurium sect. Porphyrochitonium Schott,TULV1648,L. E. Forero,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Chocó,Pichimá,"Región del río Pichimá, comunidad indígena Waunana.","04°25'00""N","77°17'00""W"
2833,Anthurium sect. Porphyrochitonium Schott,TULV1649,L. E. Forero,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Chocó,Pichimá,"Región del río Pichimá, comunidad indígena Waunana.","04°25'00""N","77°17'00""W"
2834,Anthurium orteganum Engl.,TULV1996,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Calima El Darien,"Vía Lago Calima, a casa Campo Alegre, paralelo al río.","03°46'00''N","76°31'00''W"
2835,Anthurium orteganum Engl.,TULV1997,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Calima El Darien,"Vía Lago Calima, a casa Campo Alegre, paralelo al río.","03°46'00''N","76°31'00''W"
2836,Anthurium sp. nov. sect. Digittiinervium,TULV2034,W. Devia,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Calima El Darien,"Vereda Campo Alegre, desembocadura rio Bravo.","03°53'00''N","76°36'00''W"
2837,Anthurium jesusii Croat,TULV2220,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Calima El Darien,"Vía entre Lago Calima y Campo Alegre (casa), paralelo al río.","03°46'00''N","76°31'00''W"
2838,Anthurium jesusii Croat,TULV2221,P. Silverstone,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Valle del Cauca,Calima El Darien,"Vía entre Lago Calima y Campo Alegre (casa), paralelo al río.","03°46'00''N","76°31'00''W"
2839,Anthurium sect. Calomystrium Schott,TULV2489,L. E. Forero,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Chocó,Pichimá,"Región del río Pichima, comunidad indígena Waunana","04°25'00""N","77°17'00""W"
2840,Anthurium polyneuron Sodiro,TULV2499,L. E. Forero,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Chocó,Pichimá,Comunidad indígena Waunana,"04°25'00""N","77°17'00""W"
2841,Anthurium sect. Calomystrium Schott,TULV2504,L. E. Forero,Plantae,Magnoliophyta,Liliopsida,Alismatales,ARACEAE,Anthurium,Colombia,Chocó,Pichimá,"Región del río Pichima, comunidad indígena Waunana","04°25'00""N","77°17'00""W"
